Название,цена,конечная_цена,скидка,Мультиплеер,Одиночный,Кооператив,ММО,Русский,Англикий,количество_языков,недавние_оценки+,все_оценки,позитивная_оценка,негативная_оценка,жанр,дата_релиза,Издатель,ОС,Процессор,Оперативная память,Видеокарта,Место на диске
A Plague Tale: Innocence,1499.0,1499.0,0.0,0,1.0,0.0,0.0,1.0,1.0,12.0,,,,,Экшены,2019-05-14,Focus Home Interactive,Windows 7/8/10 (64 bits),Intel Core i5-4690 (3.5 GHz)/AMD FX-8300 (3.3 GHz),16 GB ОЗУ,"4 GB, GeForce GTX 970/Radeon RX 480",50 GB
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,793.0,793.0,0.0,1,1.0,0.0,0.0,1.0,1.0,10.0,120.0,20819.0,17361.0,3458.0,Экшены,2016-02-04,BANDAI NAMCO Entertainment,Windows (64bit) 7 or higher up to date,"Intel Core2 Duo, 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHz",2 GB ОЗУ,1024 MB video card,40 GB
The Elder Scrolls® Online,799.0,799.0,0.0,0,0.0,0.0,1.0,1.0,1.0,4.0,787.0,45491.0,33796.0,11695.0,Многопользовательские игры,2014-04-04,Bethesda Softworks,Windows 7 64-bit,Intel® Core i5 2300 or AMD FX4350,8 GB ОЗУ,Direct X 11.0 compliant video card with 2GB RAM (NVIDIA® GeForce® GTX 750 or AMD Radeon™ HD 7850) or higher,85 GB
Don't Starve Together,349.0,349.0,0.0,1,1.0,1.0,0.0,1.0,1.0,3.0,755.0,112955.0,108738.0,4217.0,Приключенческие игры,2016-04-21,Klei Entertainment,Windows Vista/Windows 7/Windows 8,1.7+ GHz or better,1 GB ОЗУ,Radeon HD5450 or better; 256 MB or higher,750 MB
Total War: WARHAMMER II - The Prophet & The Warlock,359.0,359.0,0.0,1,1.0,0.0,0.0,1.0,1.0,13.0,545.0,614.0,514.0,100.0,Экшены,2019-04-17,Feral Interactive (Mac),macOS 10.14,2.0GHz Intel Core i5 or better,8 GB ОЗУ,"2GB Nvidia 680MX, 2GB AMD R9 M290, 1.5GB Intel Iris Graphics 540 or better (see notes for more details)",51 GB
Mortal Kombat 11 Kombat Pack,825.0,825.0,0.0,1,1.0,0.0,0.0,1.0,1.0,12.0,25.0,42.0,29.0,13.0,Экшены,2019-04-23,QLOC,64-bit Windows 7 / Windows 10,"Intel Core i5-2300, 2.8 GHz / AMD FX-6300, 3.5GHz or AMD Ryzen TM 5 1400, 3.2 GHz",8 GB ОЗУ,NVIDIA® GeForce™ GTX 780 or NVIDIA® GeForce™ GTX 1060-6GB / AMD® Radeon™ R9 290 or RX 570,
Tom Clancy's Rainbow Six® Siege - Year 4 Pass,1499.0,1499.0,0.0,1,1.0,1.0,0.0,1.0,1.0,15.0,55.0,1704.0,1593.0,111.0,Экшены,2018-12-11,Ubisoft,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions required)",Intel Core i5-2500K @ 3.3 GHz or better or AMD FX-8120 @ 3.1 Ghz or better,8 GB ОЗУ,NVIDIA GeForce GTX 670 (or GTX 760 / GTX 960) or AMD Radeon HD 7970 (or R9 280x [2GB VRAM] / R9 380 / Fury X),61 GB
SpellForce 2 - Demons of the Past,19.0,19.0,0.0,1,1.0,1.0,0.0,1.0,1.0,3.0,140.0,199.0,93.0,106.0,Ролевые игры,2014-01-16,Mind Over Matter Studios,Windows XP SP 3/Windows VISTA SP 2/Windows 7/Windows 8,AMD/INTEL Dual-Core 3.2 GHZ,2048 MB ОЗУ,2048 MB DirectX 9.0c compatible card with shader model 3.0,9 GB
My Summer Car,349.0,349.0,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,239.0,14179.0,12868.0,1311.0,Инди,2016-10-24,Amistech Games,"64bit versions of Windows 7, Windows 8, Windows 10",Intel Core i5 or AMD equivalent,8 GB ОЗУ,Nvidia GTX 1070 or AMD equivalent,1 GB
A Hat in Time - Nyakuza Metro + Online Party,175.0,175.0,0.0,0,1.0,1.0,0.0,1.0,1.0,3.0,,,,,Приключенческие игры,2019-05-10,Gears for Breakfast,Windows XP SP3 / Windows Vista / Windows 7 / Windows 8 / Windows 10 64-bit only,3.5 GHz processor,8 GB ОЗУ,,
Mortal Kombat 11 Shao Kahn,154.0,154.0,0.0,1,1.0,0.0,0.0,1.0,1.0,12.0,56.0,75.0,54.0,21.0,Экшены,2019-04-23,QLOC,64-bit Windows 7 / Windows 10,"Intel Core i5-2300, 2.8 GHz / AMD FX-6300, 3.5GHz or AMD Ryzen™ 5 1400, 3.2 GHz",8 GB ОЗУ,NVIDIA® GeForce™ GTX 780 or NVIDIA® GeForce™ GTX 1060-6GB / AMD® Radeon™ R9 290 or RX 570,
Factorio,520.0,520.0,0.0,0,0.0,0.0,0.0,1.0,1.0,21.0,499.0,48709.0,47986.0,723.0,Казуальные игры,2016-02-25,Wube Software LTD.,"Windows 10, 8, 7 (64 Bit)",Quad core 3Ghz+,8 GB ОЗУ,2GB Video memory,1 GB
Assassin's Creed® Odyssey - Season Pass,1799.0,1799.0,0.0,0,1.0,0.0,0.0,1.0,1.0,15.0,26.0,284.0,225.0,59.0,Экшены,2018-10-05,Ubisoft Montreal,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)","AMD FX-8350 @ 4.0 GHz, Ryzen 5 - 1400, Intel Core i7-3770 @ 3.5 GHz or better",8 GB ОЗУ,"AMD Radeon R9 290, NVIDIA GeForce GTX 970  (4GB VRAM with Shader Model 5.0) or better",46 GB
Depth,1362.0,1362.0,0.0,1,1.0,0.0,0.0,1.0,1.0,13.0,95.0,25866.0,22385.0,3481.0,Экшены,2014-11-03,Digital Confectioners,Windows 7 или новее,"Intel Core i5-2300, AMD Phenom II X4 940 или лучше",4 GB ОЗУ,"ATI Radeon 7870/R9 270, или Nvidia GeForce GTX 660 Ti/760",10 GB
SpellForce 2 - Anniversary Edition,25.0,25.0,0.0,1,1.0,0.0,0.0,1.0,1.0,7.0,433.0,533.0,374.0,159.0,Ролевые игры,,THQ Nordic,,,,,
ARK: Survival Evolved,930.0,930.0,0.0,1,1.0,1.0,1.0,1.0,1.0,21.0,1426.0,211870.0,145209.0,66661.0,Экшены,2017-08-27,Instinct Games,Windows 7/8.1/10 (64-bit versions),Intel Core i5-2400/AMD FX-8320 or better,8 GB ОЗУ,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,60 GB
The Elder Scrolls Online - Elsweyr,1499.0,1499.0,0.0,0,0.0,0.0,1.0,1.0,1.0,4.0,,,,,Многопользовательские игры,,Bethesda Softworks,Windows 7 64-bit,Intel® Core i5 2300 or AMD FX4350,8 GB ОЗУ,Direct X 11.0 compliant video card with 2GB RAM (NVIDIA® GeForce® GTX 750 or AMD Radeon™ HD 7850) or higher,85 GB
Catherine Classic,1199.0,899.0,25.0,0,1.0,0.0,0.0,1.0,1.0,7.0,67.0,1279.0,1086.0,193.0,Приключенческие игры,2019-01-10,SEGA,Microsoft Windows 7 / 8 (8.1) / 10,Intel Core i3 (2.9 GHz) or AMD equivalent,4 GB ОЗУ,DxX10 compliant video card with 1 GB VRAM (Nvidia GeForce 8 Series or higher  AMD RadeonHD 4870 or higher  Intel HD 2000 or higher,20 GB
City Car Driving,724.0,724.0,0.0,0,1.0,0.0,0.0,1.0,1.0,17.0,27.0,2283.0,1611.0,672.0,,2016-11-03,"Forward Global Group, Ltd.",Windows 7 SP1 / 8 / 8.1 / 10 (64 Bit),"Intel Core i3 3,2 ГГц / AMD FX 4xxx 3,6 ГГц",8 GB ОЗУ,AMD Radeon R7 250X / nVidia GeForce GTX 750,10 GB
Human: Fall Flat,499.0,499.0,0.0,0,1.0,0.0,0.0,1.0,1.0,15.0,550.0,31131.0,28452.0,2679.0,Приключенческие игры,2016-07-22,Curve Digital,Windows XP/Vista/7/8/8.1/10 x86 and x64,Intel Core2 Quad Q9300 (4 * 2500) or equivalent | AMD A10-5800K APU (4*3800) or equivalent,2048 MB ОЗУ,GeForce GTX 460 (1024 MB) or equivalent | Radeon HD 7770 (1024 MB),500 MB
Tom Clancy's Ghost Recon® Wildlands,1899.0,1899.0,0.0,1,1.0,1.0,0.0,1.0,1.0,15.0,265.0,36515.0,26564.0,9951.0,Экшены,2017-03-06,Ubisoft Annecy,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7- 3770@ 3.5 GHz or AMD FX-8350 @ 4 GHz or better,8 GB ОЗУ,NVIDIA GeForce GTX970/GTX 1060 or AMD R9 390/RX480 (4GB VRAM with Shader Model 5.0 or better),50 GB
Subnautica,465.0,465.0,0.0,0,1.0,0.0,0.0,1.0,1.0,18.0,728.0,95643.0,90224.0,5419.0,,2018-01-23,Unknown Worlds Entertainment,"Windows Vista SP2 or newer, 64-bit",Intel Haswell 4 cores / 4 threads @ 3.2Ghz or equivalent,8 GB ОЗУ,"Nvidia GTX 550 Ti or equivalent, 2GB VRAM",20 GB
Oxygen Not Included,449.0,449.0,0.0,0,1.0,0.0,0.0,1.0,1.0,4.0,478.0,18034.0,16826.0,1208.0,Инди,2017-05-18,Klei Entertainment,,,,,
Terraforming Mars,465.0,279.0,40.0,1,1.0,0.0,0.0,1.0,1.0,7.0,21.0,424.0,210.0,214.0,Стратегии,2018-10-17,Asmodee Digital,Windows 7 / Windows 8 / Windows 10,Dual Core 3.0 GHz,4 GB ОЗУ,,250 MB
Sword Art Online: Fatal Bullet,841.0,841.0,0.0,0,1.0,0.0,0.0,1.0,1.0,11.0,89.0,7749.0,5664.0,2085.0,Экшены,2018-02-23,BANDAI NAMCO Entertainment,Windows 10 (64-bit OS required),Intel Core i7-4790 3.6GHz / AMD FX-9370 8-Core 4.4GHz,8 GB ОЗУ,NVIDIA Geforce GTX 960 4GB / AMD R9 290 HD 4GB,30 GB
Spintires®: The Original Game,289.0,289.0,0.0,0,1.0,0.0,0.0,1.0,1.0,18.0,107.0,20027.0,17063.0,2964.0,Приключенческие игры,2014-06-12,Oovee® Game Studios,"Windows XP, Windows Vista, Windows 7/8 or 10",Intel® Core 2 Duo 2.5GHz or equivalent,4 GB ОЗУ,NVIDIA GeForce GTX 470 or equivalent,1 GB
ASTRONEER,545.0,545.0,0.0,0,1.0,0.0,0.0,1.0,1.0,13.0,444.0,33671.0,28404.0,5267.0,Приключенческие игры,2016-12-16,System Era Softworks,"Windows 7 (Только 64 бита), Windows 8 (Только 64 бита), Windows 10 (Только 64 бита)","X64 Quad Core CPU, 3+ ГГц",8 GB ОЗУ,Отдельная видеокарта с 2 ГБ видеопамяти,4 GB
STEINS;GATE,515.0,206.0,60.0,0,1.0,0.0,0.0,1.0,1.0,5.0,56.0,5867.0,5737.0,130.0,Приключенческие игры,2016-09-08,"Spike Chunsoft Co., Ltd.",Windows7/8.1/10 (64bit ver),Core i5 of Ivy Bridge generation or better,4 GB ОЗУ,Geforce (VRAM 1GB or better),13 GB
Stardew Valley,299.0,299.0,0.0,1,1.0,1.0,0.0,1.0,1.0,12.0,1219.0,122198.0,118413.0,3785.0,Инди,2016-02-26,ConcernedApe,Windows Vista or greater,2 Ghz,2 GB ОЗУ,"256 mb video memory, shader model 3.0+",500 MB
Farming Simulator 19,1499.0,1499.0,0.0,1,1.0,1.0,0.0,1.0,1.0,18.0,174.0,7468.0,5757.0,1711.0,Симуляторы,2018-11-19,Focus Home Interactive,,,,,
SOULCALIBUR VI,1622.0,1622.0,0.0,0,1.0,0.0,0.0,1.0,1.0,11.0,46.0,3688.0,3003.0,685.0,Экшены,2018-10-18,Dimps Corporation,"Windows 7, 8.1, 10 (64-bit)",Intel Core i5-4690 3.5 GHz or equivalent,8 GB ОЗУ,GeForce GTX 1060 or equivalent,20 GB
Counter-Strike: Source,259.0,259.0,0.0,1,0.0,0.0,0.0,1.0,1.0,12.0,377.0,80200.0,76700.0,3500.0,Экшены,2004-11-01,Valve,,,,,
The Elder Scrolls V: Skyrim Special Edition,1399.0,1399.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,327.0,62515.0,47796.0,14719.0,Ролевые игры,2016-10-27,Bethesda Softworks,Windows 7/8.1/10 (64-разрядная версия),Intel i5-2400/AMD FX-8320,8 GB ОЗУ,NVIDIA GTX 780 3 Гб /AMD R9 290 4 Гб,12 GB
Portal 2,259.0,259.0,0.0,0,1.0,1.0,0.0,1.0,1.0,22.0,799.0,140223.0,138327.0,1896.0,Экшены,2011-04-18,Valve,Windows 7 / Vista / XP,"3.0 GHz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher)",2 GB ОЗУ,Video card must be 128 MB or more and with support for Pixel Shader 2.0b (ATI Radeon X800 or higher / NVIDIA GeForce 7600 or higher / Intel HD Graphics 2000 or higher).,8 GB
SpellForce - Platinum Edition,199.0,39.0,80.0,0,1.0,0.0,0.0,1.0,1.0,4.0,723.0,846.0,697.0,149.0,Экшены,2009-11-03,THQ Nordic,Windows XP/2000/Vista 32-разрядная,"Intel Pentium 4 с тактовой частотой 1,5 ГГц или лучше",512 МБ или больше (рекомендуется 1 ГБ),со 128 МБ видеопамяти (GeForce 4Ti или лучше) (рекомендуется 256 МБ видеопамяти),
Dark Devotion,435.0,435.0,0.0,0,1.0,0.0,0.0,1.0,1.0,10.0,259.0,332.0,241.0,91.0,Экшены,2019-04-25,The Arcade Crew,Windows 7+ 64-bit,i3-6100,6 GB ОЗУ,GeForce GT 730,500 MB
Insurgency: Sandstorm,999.0,999.0,0.0,1,0.0,0.0,0.0,1.0,1.0,7.0,636.0,16852.0,12898.0,3954.0,Экшены,2018-12-12,Focus Home Interactive,Windows 7/8/10 (64 bits),Intel Core i7-8700 (3.20GHz)/AMD Ryzen 7 2700 (3.20GHz),16 GB ОЗУ,NVIDIA GeForce GTX 980/AMD Radeon R9 390X,40 GB
Far Cry® 5,1999.0,1999.0,0.0,1,1.0,1.0,0.0,1.0,1.0,15.0,749.0,34498.0,23405.0,11093.0,Экшены,2018-03-26,Red Storm,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7-4770 @ 3.4 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalent,8 GB ОЗУ,NVIDIA GeForce GTX 970 or AMD R9 290X (4GB VRAM with Shader Model 5.0 or better),40 GB
Generation Zero,1025.0,1025.0,0.0,0,1.0,0.0,0.0,1.0,1.0,9.0,2461.0,3094.0,1406.0,1688.0,Экшены,2019-03-26,Avalanche Publishing,64bit OS - Windows 10,Intel i7 Quad Core,16 GB ОЗУ,nVidia GTX 960 / R9 280 - 4GB VRAM,35 GB
TEKKEN 7,3745.0,3745.0,0.0,1,1.0,0.0,0.0,1.0,1.0,11.0,163.0,18567.0,15426.0,3141.0,Экшены,2017-06-01,BANDAI NAMCO Entertainment,Windows 7/8/10 (64-bit OS required),Intel Core i5-4690 3.5 GHz or equivalent,8 GB ОЗУ,NVIDIA GeForce GTX 1060 equivalent or higher,60 GB
Wreckfest,1499.0,1499.0,0.0,1,1.0,0.0,0.0,1.0,1.0,12.0,64.0,11330.0,8846.0,2484.0,Экшены,2018-06-14,THQ Nordic,"Windows 7 (32 or 64bit), Windows 8, Windows 10",Intel® Core™ i5 3.0 GHz or AMD equivalent,8 GB ОЗУ,NVIDIA GeForce® GTX™ 970 or AMD Radeon™ R9 380X,15 GB
Enter the Gungeon,349.0,349.0,0.0,0,1.0,0.0,0.0,1.0,1.0,11.0,1766.0,26671.0,25088.0,1583.0,Экшены,2016-04-05,Devolver Digital,Windows 7 or later,Intel Core 2 Duo E6320 (2*1866) or equivalent,2 GB ОЗУ,GeForce 7600 GS (512 MB) or equivalent,2 GB
FOR HONOR™ - Year 3 Pass,1499.0,1499.0,0.0,0,1.0,0.0,0.0,1.0,1.0,15.0,97.0,111.0,86.0,25.0,Экшены,2018-12-18,Ubisoft Quebec,"Windows 7, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i5-2500K | AMD FX-6350 or equivalent,8 GB ОЗУ,NVIDIA GeForce GTX770/GTX970/GTX1060 with 3 GB VRAM or more | AMD Radeon R9 280X/R9 380/RX470 with 3 GB VRAM or more,40 GB
Mortal Kombat Komplete Edition,419.0,419.0,0.0,1,1.0,1.0,0.0,1.0,1.0,7.0,73.0,13798.0,12362.0,1436.0,Экшены,2013-07-03,High Voltage Software,,,,,
Mortal Kombat Komplete Edition,419.0,419.0,0.0,1,1.0,1.0,0.0,1.0,1.0,7.0,73.0,13798.0,12362.0,1436.0,Экшены,2013-07-03,High Voltage Software,,,,,
Shenmue I & II,1999.0,999.0,50.0,0,1.0,0.0,0.0,1.0,1.0,8.0,15.0,801.0,735.0,66.0,Экшены,2018-08-21,SEGA,Windows 7 64Bit,Intel i3-560 / AMD FX-4300,4 GB ОЗУ,NVIDIA GeForce GTX 650 Ti (1GB Vram) / AMD Radeon 6990,30 GB
Kenshi,515.0,515.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,471.0,10778.0,9592.0,1186.0,Экшены,2018-12-06,Lo-Fi Games,,,,,
Deep Rock Galactic,515.0,515.0,0.0,1,1.0,1.0,0.0,1.0,1.0,20.0,257.0,11123.0,10284.0,839.0,Экшены,2018-02-28,Coffee Stain Publishing,Windows 10 64 Bit,2.4 GHz Quad Core,8 GB ОЗУ,NVIDIA 970 / AMD Radeon 290,3 GB
ISLANDERS,154.0,154.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,1560.0,1639.0,1554.0,85.0,Казуальные игры,2019-04-04,GrizzlyGames,Windows 10,Intel Core i5 3.00GHz or AMD equivalent,4 GB ОЗУ,Nvidia GeForce GTX970,
Battlefleet Gothic: Armada 2,1999.0,1999.0,0.0,1,1.0,0.0,0.0,1.0,1.0,6.0,99.0,1835.0,1341.0,494.0,Стратегии,2019-01-24,Focus Home Interactive,Windows 7/8/10 (64 bits),Intel Core i7-3820 (3.6 GHz)/AMD Ryzen 5 1600X (3.6 GHz),16 GB ОЗУ,"4 GB, GeForce GTX 960/Radeon R9 380",50 GB
GOD EATER 3,1799.0,1205.0,33.0,0,1.0,0.0,0.0,1.0,1.0,11.0,50.0,2457.0,1892.0,565.0,Экшены,2019-02-07,BANDAI NAMCO Entertainment,Windows 10 64-bit,Intel Core i7-3770 or AMD Ryzen 5 1600,8 GB ОЗУ,GeForce GTX 970 or Radeon R9 fury,25 GB
Rocket League®,419.0,419.0,0.0,1,1.0,1.0,0.0,1.0,1.0,12.0,2002.0,264754.0,242873.0,21881.0,Экшены,2015-07-07,"Psyonix, Inc.",Windows 7 or Newer,2.5+ GHz Quad core,4 GB ОЗУ,"NVIDIA GTX 660 or better, ATI 7950 or better",7 GB
Vampire: The Masquerade® - Bloodlines™ 2,1085.0,1085.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,,,,,Экшены,,Paradox Interactive,TBC,TBC,TBC MB ОЗУ,TBC,TBC MB
SpellForce 2: Faith in Destiny,84.0,84.0,0.0,1,1.0,1.0,0.0,1.0,1.0,6.0,90.0,210.0,125.0,85.0,Ролевые игры,2012-06-19,THQ Nordic,"Win XP, Vista, Win7",Intel Pentium ® IV 2.5 ГГц,4 ГБ,3D видеокарта с 256 МБ видеопамяти (совместимая с GeForce 6600 GT или новее),
Transport Fever,599.0,179.0,70.0,0,1.0,0.0,0.0,1.0,1.0,13.0,103.0,5741.0,4451.0,1290.0,Симуляторы,2016-11-08,Good Shepherd Entertainment,,,,,
GUILTY GEAR Xrd -REVELATOR-,534.0,534.0,0.0,1,1.0,0.0,0.0,1.0,1.0,6.0,21.0,2316.0,2164.0,152.0,Экшены,2016-12-14,Arc System Works,Windows 7 / 8.1 / 10 (32bit/64bit),Intel Core i5 @ 2.0 GHz,2 GB ОЗУ,Nvidia GeForce GTX 560 / Radeon HD 7770,12 GB
Yuppie Psycho,300.0,270.0,10.0,0,1.0,0.0,0.0,1.0,1.0,9.0,140.0,180.0,175.0,5.0,Приключенческие игры,2019-04-25,Another Indie,Windows 7,"Core i3, i5, i7",4 GB ОЗУ,Dedicated GPU supporting OpenGL2,2 GB
JUMP FORCE,999.0,999.0,0.0,0,1.0,0.0,0.0,1.0,1.0,15.0,225.0,3554.0,1985.0,1569.0,Экшены,2019-02-14,BANDAI NAMCO Entertainment,Windows 7/8/10 (64-разрядная версия),Intel Core i7-6700 / AMD Ryzen 5 1400,8 GB ОЗУ,GeForce GTX 1060 / Radeon R9 Fury,17 GB
Arma 3,1199.0,1199.0,0.0,1,1.0,1.0,0.0,1.0,1.0,14.0,510.0,117649.0,105115.0,12534.0,Экшены,2013-09-12,Bohemia Interactive,Windows 7/ 8 / 10 (64-разрядная),Intel Core i5-4460 или AMD FX 4300 или лучше,,,
Supraland,380.0,380.0,0.0,0,1.0,0.0,0.0,1.0,1.0,14.0,863.0,1156.0,1113.0,43.0,Экшены,2019-04-05,Supra Games,Windows 10,,4 GB ОЗУ,GTX 1050ti,3 GB
DRAGON QUEST® XI: Echoes of an Elusive Age™ - Digital Edition of Light,1999.0,999.0,50.0,0,1.0,0.0,0.0,1.0,1.0,6.0,91.0,3952.0,3668.0,284.0,Ролевые игры,2018-09-04,Square Enix,Windows 7 SP1/ Windows 8.1 / Windows 10 64-bit,Intel Core i5-6600 / AMD Ryzen 7 1800X,8 GB ОЗУ,NVIDIA GeForce GTX 1060 / AMD Radeon RX Vega 56,32 GB
Resident Evil™ 5/ Biohazard 5®,94.0,94.0,0.0,1,1.0,1.0,0.0,1.0,1.0,11.0,107.0,10936.0,9304.0,1632.0,Экшены,2009-09-15,Capcom,,,,,
DRAGON BALL FighterZ,3302.0,3302.0,0.0,1,1.0,0.0,0.0,1.0,1.0,13.0,101.0,12730.0,10465.0,2265.0,Экшены,2018-01-26,BANDAI NAMCO Entertainment,Windows 7/8/10 (64-bit OS required),"AMD Ryzen 5 1400, 3.2 GHz / Intel Core i7-3770, 3.40 GHz",8 GB ОЗУ,"Radeon HD 7870, 2 GB / GeForce GTX 660, 2 GB",6 GB
Tropico 6,1399.0,1399.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,2801.0,4591.0,3905.0,686.0,Симуляторы,2019-03-29,Kalypso Media,Windows 10 64-bit,"AMD or Intel, 3.3 GHz (AMD FX 8300, Intel i5 3000)",16 GB ОЗУ,"AMD/NVIDIA dedicated GPU, 4GB dedicated VRAM (Radeon R9 380, Geforce GTX 960)",16 GB
Warhammer: Vermintide 2,515.0,515.0,0.0,0,1.0,1.0,0.0,1.0,1.0,9.0,250.0,28867.0,21522.0,7345.0,Экшены,2018-03-08,Fatshark,64-bit Windows 10,Intel Core i7- 3770 @ 3.5 GHz or AMD FX-8350 @ 4 GHz,8 GB ОЗУ,NVIDIA GeForce GTX 970/1060 or ATI Radeon R9 series,65 GB
Age of Empires II HD,419.0,419.0,0.0,1,1.0,0.0,0.0,1.0,1.0,11.0,329.0,57326.0,54141.0,3185.0,Стратегии,2013-04-09,Hidden Path Entertainment,,,,,
Total War: WARHAMMER II - Curse of the Vampire Coast,669.0,669.0,0.0,1,1.0,0.0,0.0,1.0,1.0,13.0,20.0,968.0,763.0,205.0,Экшены,2018-11-08,Feral Interactive,Windows 7 / 8 (8.1)/ 10 64Bit,Intel® Core™ i5-4570 3.20GHz,8 GB ОЗУ,NVIDIA GeForce GTX 770 4GB | AMD Radeon R9 290X 4GB @1080p,60 GB
Danganronpa 2: Goodbye Despair,419.0,167.0,60.0,0,1.0,0.0,0.0,1.0,1.0,4.0,76.0,4842.0,4695.0,147.0,Приключенческие игры,2016-04-18,Abstraction Games,Windows 7,Intel(R) Core(TM) i5-3470 or better,4 GB ОЗУ,OpenGL 3.2 compatible GPU with at least 1GB of VRAM,6 GB
Grim Dawn,529.0,529.0,0.0,1,1.0,1.0,0.0,1.0,1.0,11.0,453.0,29463.0,26846.0,2617.0,Экшены,2016-02-25,Crate Entertainment,Windows 7 / Windows 10,x86 compatible 3.2GHz or faster processor (Intel 4th generation core i-series or better),6 GB ОЗУ,1.5GB NVIDIA GeForce 500 series or ATI Radeon 6000 series or better,5 GB
Monster Hunter: World - Deluxe Kit,499.0,499.0,0.0,1,1.0,1.0,0.0,1.0,1.0,12.0,233.0,362.0,214.0,148.0,Экшены,2018-08-09,"CAPCOM Co., Ltd.","WINDOWS® 7, 8, 8.1, 10 (требуется 64-разрядная)","Intel® Core™ i7 3770 3,4 ГГц или Intel® Core™ i3 8350 4ГГц или AMD Ryzen™ 5 1500X",8 GB ОЗУ,NVIDIA® GeForce® GTX 1060 (видеопамять 3 ГБ) или AMD Radeon™ RX 570 (видеопамять 4 ГБ),30 GB
X-Plane 11,1049.0,1049.0,0.0,0,1.0,0.0,0.0,1.0,1.0,7.0,69.0,2490.0,2043.0,447.0,,2017-03-30,Laminar Research,"Windows 7, 8.1, or 10, 64-bit",Intel Core i5 6600K at 3.5 ghz or faster,16 GB ОЗУ,DirectX 12-capable video card from NVIDIA or AMD w/4 GB VRAM,65 GB
Dead by Daylight - The Halloween® Chapter,169.0,169.0,0.0,1,0.0,1.0,0.0,1.0,1.0,8.0,36.0,2673.0,2430.0,243.0,Экшены,2016-10-25,Behaviour Digital Inc.,"64-bit Operating Systems (Windows 7, Windows 8 & Windows 8.1 or above)",Intel Core i3-4170 or AMD FX-8300 or higher,8 GB ОЗУ,DX11 Compatible GeForce 760 or AMD HD 8800 or higher with 4GB of RAM,15 GB
Grim Dawn - Ashes of Malmouth Expansion,499.0,499.0,0.0,1,1.0,1.0,0.0,1.0,1.0,12.0,32.0,1164.0,1066.0,98.0,Экшены,2017-10-11,,Windows Vista / Windows 7 / Windows 8 / Windows 10,x86 compatible 2.3GHz or faster processor (Intel 2nd generation core i-series or equivalent),,512MB NVIDIA GeForce 6800 series or ATI Radeon X800 series or better,2 GB
Sonic Mania,99.0,99.0,0.0,0,1.0,0.0,0.0,1.0,1.0,10.0,87.0,9663.0,8679.0,984.0,Экшены,2017-08-29,Headcannon,Windows 7 / 8 / 10,Core 2 Duo,2 GB ОЗУ,DirectX 9.0c compliant video card 256MB,400 MB
House Flipper,435.0,326.0,25.0,0,1.0,0.0,0.0,1.0,1.0,20.0,274.0,8834.0,7057.0,1777.0,Инди,2018-05-17,Frozen District,Windows 10 64bit,Intel Core i5-8400 / AMD Ryzen 5 1600,8 GB ОЗУ,GeForce GTX 970 / AMD Radeon RX 580,4 GB
STEINS;GATE 0,619.0,309.0,50.0,0,1.0,0.0,0.0,1.0,1.0,5.0,66.0,1392.0,1344.0,48.0,Приключенческие игры,2018-05-08,"Spike Chunsoft Co., Ltd.",Windows,Core i3 (Sandy Bridge or better),4 GB ОЗУ,Geforce (VRAM 1GB or better),15 GB
BERSERK and the Band of the Hawk,783.0,783.0,0.0,0,1.0,0.0,0.0,1.0,1.0,3.0,1041.0,1189.0,931.0,258.0,Экшены,2017-02-21,"KOEI TECMO GAMES CO., LTD.","Windows® 7, Windows® 8.1, Windows® 10  (64bit required)",Core i7 2600 over,8 GB ОЗУ,NVIDIA GeForce GTX980 (3840x2160) / GTX760 (1920x1080),20 GB
Tales of the Neon Sea,392.0,352.0,10.0,0,1.0,0.0,0.0,1.0,1.0,5.0,67.0,90.0,74.0,16.0,Приключенческие игры,2019-04-29,Zodiac Interactive,Windows 10,Intel Core i5-2300,8 GB ОЗУ,GeForce GTX 650 OR Radeon HD 7750,2 GB
Tales of Berseria™,1031.0,1031.0,0.0,0,0.0,0.0,0.0,1.0,1.0,9.0,42.0,7973.0,7436.0,537.0,Экшены,2017-01-26,BANDAI NAMCO Entertainment,"Windows 7, 8, 10 (64-bit)","Intel Core i5-750, 2.66GHz or AMD Phenom II X4 965, 3.2GHz",4 GB ОЗУ,GeForce GTX 560 or Radeon HD 7870,15 GB
